2022-11-17 16:11:24,419 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-11-17 16:11:24,479 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-11-17 16:11:24,489 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-11-17 16:11:24,489 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-11-17 16:11:24,499 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-11-17 16:11:24,499 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-11-17 16:11:24,499 INFO  SwAddin.cs: 201 - Setting up command manager
2022-11-17 16:11:24,499 INFO  SwAddin.cs: 204 - Adding command manager
2022-11-17 16:11:24,499 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-11-17 16:11:24,499 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-11-17 16:11:24,499 INFO  SwAddin.cs: 210 - Adding event handlers
2022-11-17 16:11:24,779 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-11-17 16:15:19,665 INFO  SwAddin.cs: 351 - Part export called
2022-11-17 16:15:19,755 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 100mmStandOff
2022-11-17 16:15:19,805 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 100mmStandOff
2022-11-17 16:15:19,805 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 100mmStandOff
2022-11-17 16:15:19,805 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 100mmStandOff
2022-11-17 16:15:19,805 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 100mmStandOff
2022-11-17 16:15:19,805 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 100mmStandOff
2022-11-17 16:15:19,805 INFO  SwAddin.cs: 367 - Showing part
2022-11-17 16:15:30,941 INFO  SwAddin.cs: 351 - Part export called
2022-11-17 16:15:30,951 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 100mmStandOff
2022-11-17 16:15:30,961 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 100mmStandOff
2022-11-17 16:15:30,961 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 100mmStandOff
2022-11-17 16:15:30,961 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 100mmStandOff
2022-11-17 16:15:30,961 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 100mmStandOff
2022-11-17 16:15:30,961 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 100mmStandOff
2022-11-17 16:15:30,961 INFO  SwAddin.cs: 367 - Showing part
2022-11-17 16:16:08,724 INFO  SwAddin.cs: 294 - Assembly export called for file Assem3
2022-11-17 16:16:08,724 INFO  SwAddin.cs: 299 - Save is required
2022-11-17 16:16:08,724 INFO  SwAddin.cs: 313 - Saving assembly
2022-11-17 16:16:08,724 INFO  SwAddin.cs: 316 - Opening property manager
2022-11-17 16:16:08,724 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem3
2022-11-17 16:16:08,724 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem3
2022-11-17 16:16:08,724 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem3
2022-11-17 16:16:08,724 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-17 16:16:08,734 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-11-17 16:16:08,734 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 100mmStandOff-1
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 100mmStandOff-1
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 100mmStandOff-1
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem3
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem3
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem3
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 100mmStandOff-1
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 100mmStandOff-1
2022-11-17 16:16:08,754 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 100mmStandOff-1
2022-11-17 16:16:09,068 INFO  SwAddin.cs: 339 - Loading config tree
2022-11-17 16:16:09,078 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-11-17 16:16:09,078 INFO  SwAddin.cs: 344 - Showing property manager
2022-11-17 16:16:20,653 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-11-17 16:16:23,442 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-11-17 16:16:26,629 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-11-17 16:16:29,190 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem3
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Assem3
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem3
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 100mmStandOff-1
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 100mmStandOff-1
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 100mmStandOff-1
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem3
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Assem3
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem3
2022-11-17 16:16:29,200 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-17 16:16:29,210 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-11-17 16:16:29,210 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 100mmStandOff-1
2022-11-17 16:16:29,210 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 100mmStandOff-1
2022-11-17 16:16:29,210 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 100mmStandOff-1
2022-11-17 16:16:29,276 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-11-17 16:16:36,556 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-11-17 16:16:36,556 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
